name,s_price,o_price,rating,rating_count
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),"₹13,999",,,"3,23,119 Ratings & 30,714 Reviews"
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,"₹6,649",,,"12,973 Ratings & 1,852 Reviews"
MOTOROLA ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"₹27,999",,,"13,894 Ratings & 2,146 Reviews"
Nokia 140 cm (55 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...,"₹46,999",,,"3,532 Ratings & 578 Reviews"
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,264",,,"12,973 Ratings & 1,852 Reviews"
Adsun 80 cm (32 inch) HD Ready LED TV,"₹7,299",,,"12,973 Ratings & 1,852 Reviews"
"acer I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Android 11, 30W Dolby Audio, ME...","₹30,999",,,809 Ratings & 141 Reviews
LG 108 cm (43 inch) Full HD LED Smart TV,"₹58,900",,,203 Ratings & 55 Reviews
iMEE Premium 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star),"₹9,404",,,17 Ratings & 2 Reviews
Nokia 109 cm (43 inch) Ultra HD 4K LED Smart Android TV with Sound by Onkyo and Dolby Atmos,"₹27,999",,,"2,186 Ratings & 353 Reviews"
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,399",,,"12,973 Ratings & 1,852 Reviews"
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹9,599",,,
Thomson 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Vision & Dolby Atmos,"₹59,999",,,"1,030 Ratings & 295 Reviews"
Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹27,999",,,"48,601 Ratings & 4,447 Reviews"
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹10,999",,,
Adsun 60 cm (24 inch) HD Ready LED TV,"₹5,499",,,"12,973 Ratings & 1,852 Reviews"
SAMSUNG QN800BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹3,21,500",,,
SONY X80AJ 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"₹89,999",,,25 Ratings & 2 Reviews
Mi 4C 108 cm (43 inch) Full HD LED Smart Android TV with 20W Powerful Audio,"₹19,999",,,"6,246 Ratings & 470 Reviews"
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹83,990",,,
,,,,
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),"₹13,999",,,"3,23,119 Ratings & 30,714 Reviews"
Adsun 80 cm (32 inch) HD Ready LED TV,"₹7,299",,,"12,973 Ratings & 1,852 Reviews"
LumX Border Less 80 cm (32 inch) HD Ready LED TV,"₹23,900",,,11 Ratings & 2 Reviews
TCL P615 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV,"₹90,299",,,
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹9,599",,,
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,264",,,"12,973 Ratings & 1,852 Reviews"
TOSHIBA U80 Series 164 cm (65 inch) Ultra HD (4K) LED Smart VIDAA TV with Dolby Vision & ATMOS,"₹99,999",,,
LG 80 cm (32 inch) HD Ready LED TV,"₹18,859",,,205 Ratings & 21 Reviews
SAMSUNG 80 cm (32 inch) HD Ready LED TV,"₹21,900",,,
TCL P715 190 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Full Screen & Handsfree Voice Contro...,"₹1,03,999",,,"1,027 Ratings & 109 Reviews"
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,399",,,"12,973 Ratings & 1,852 Reviews"
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,"₹6,649",,,"12,973 Ratings & 1,852 Reviews"
Redmi 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹27,110",,,
OnePlus 81.28 cm (32 inch) HD Ready LED Smart TV,"₹23,999",,,
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹10,999",,,
Adsun 60 cm (24 inch) HD Ready LED TV,"₹5,499",,,"12,973 Ratings & 1,852 Reviews"
LG 165.1 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹2,04,389",,,
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Linux based TV,"₹20,302",,,127 Ratings & 22 Reviews
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹47,192",,,327 Ratings & 52 Reviews
SONY Bravia 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹67,490",,,291 Ratings & 54 Reviews
Cellecor 80 cm (32 inch) HD Ready LED TV,"₹8,399",,,
Dyanora Sigma 108 cm (43 inch) Full HD LED Smart Linux TV with 40 Watt Box Speakers & Bezel-Less Desig...,"₹14,499",,,51 Ratings & 7 Reviews
LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹93,869",,,
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Linux based TV,"₹27,449",,,"2,043 Ratings & 440 Reviews"
,,,,
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),"₹13,999",,,"3,23,119 Ratings & 30,714 Reviews"
Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,264",,,"12,973 Ratings & 1,852 Reviews"
SONY Bravia 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹40,999",,,291 Ratings & 54 Reviews
Daiwa 60 cm (23.6 inch) HD Ready LED TV,"₹9,500",,,86 Ratings & 18 Reviews
LumX 80 cm (32 inch) HD Ready LED TV,"₹20,100",,,
SAMSUNG QN90BAK 216 cm (85 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹5,93,750",,,
Adsun 60 cm (24 inch) HD Ready LED TV,"₹5,499",,,"12,973 Ratings & 1,852 Reviews"
Adsun 80 cm (32 inch) HD Ready LED TV,"₹7,299",,,"12,973 Ratings & 1,852 Reviews"
Thomson 9R Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹30,999",,,"13,915 Ratings & 3,261 Reviews"
LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹83,859",,,
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹9,599",,,
Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹8,399",,,"12,973 Ratings & 1,852 Reviews"
Vu Premium 108 cm (43 inch) Full HD LED Smart Android TV,"₹22,999",,,"1,931 Ratings & 208 Reviews"
SAMSUNG 55 cm (22 inch) Full HD LED TV,"₹13,898",,,"3,044 Ratings & 493 Reviews"
Dektron 55 cm (22 inch) HD Ready LED TV,"₹6,999",,,
acer P Series 105 cm (42 inch) Full HD LED Smart Android TV,"₹21,999",,,"1,758 Ratings & 271 Reviews"
Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV,"₹6,649",,,"12,973 Ratings & 1,852 Reviews"
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹10,999",,,
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV,"₹27,999",,,267 Ratings & 39 Reviews
SAMSUNG QN90BAK 189 cm (75 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹4,04,690",,,
Cellecor 80 cm (32 inch) HD Ready LED TV,"₹8,399",,,
Cellecor 80 cm (32 inch) Full HD LED Smart Android TV,"₹10,999",,,14 Ratings & 0 Reviews
SAMSUNG QN700BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹3,27,655",,,
TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X (2022 Model),"₹22,990",,,"1,089 Ratings & 218 Reviews"
,,,,
,,,,
